total_trans_amt,total_trans_ct,total_amt_chng_q4_q1,total_revolving_bal,total_ct_chng_q4_q1,months_inactive_12_mon,contacts_count_12_mon,total_relationship_count,credit_limit,avg_utilization_ratio
4866,65,0.765,0,0.625,1,1,2,1438.3,0.0
1243,24,0.948,2107,1.0,2,3,6,11106.0,0.19
15552,107,0.826,939,0.754,1,2,3,34516.0,0.027
2207,41,0.605,0,0.64,4,3,5,1438.3,0.0
1052,16,0.75,1930,1.286,2,2,3,10790.0,0.179
4885,86,0.784,1674,0.83,3,2,5,2284.0,0.733
4484,78,0.624,743,0.625,2,2,3,1438.3,0.517
12493,113,0.841,1736,0.738,3,2,2,13411.0,0.129
2058,49,0.711,2167,0.485,3,2,4,3034.0,0.714
1996,48,0.852,0,0.548,1,3,3,34516.0,0.0
1721,56,0.765,1688,0.75,2,2,5,31383.0,0.054
1860,43,0.58,2517,0.433,3,3,1,5798.0,0.434
2812,77,1.248,2090,1.081,3,4,6,2804.0,0.745
3732,71,0.977,2024,0.972,3,2,4,5773.0,0.351
1914,31,0.677,2517,0.348,1,2,5,3230.0,0.779
1371,23,0.855,2517,0.917,3,1,5,3093.0,0.814
2804,70,0.636,0,0.842,3,3,4,34516.0,0.0
2229,52,1.164,590,1.08,3,4,3,1459.0,0.404
2523,45,0.686,0,0.607,3,3,2,2228.0,0.0
2580,61,1.025,1716,0.649,3,2,6,16604.0,0.103
5112,49,0.202,400,0.256,2,3,1,34516.0,0.012
4488,88,0.391,1303,0.833,3,2,2,2722.0,0.479
3660,59,0.928,0,1.107,1,1,6,34516.0,0.0
14830,112,0.749,1525,0.697,4,3,2,3275.0,0.466
5219,63,0.876,1786,0.75,1,2,4,2616.0,0.683
15505,113,0.643,1678,0.687,2,2,2,4288.0,0.391
3546,65,0.478,2013,0.548,3,2,6,5844.0,0.344
4893,93,0.971,1349,0.824,2,1,6,6145.0,0.22
8178,91,0.835,0,0.596,3,3,3,2490.0,0.0
2860,38,0.654,0,0.727,3,3,2,2125.0,0.0
4010,75,0.742,1665,0.786,6,4,4,5489.0,0.303
1992,38,0.443,0,0.357,3,2,2,1708.0,0.0
4660,85,0.708,0,0.735,2,2,3,14728.0,0.0
2040,36,0.545,0,0.44,1,4,6,2890.0,0.0
4769,102,0.679,2509,0.729,3,2,5,5393.0,0.465
2446,34,0.714,0,0.417,2,3,6,4382.0,0.0
4597,89,0.718,0,0.679,5,3,5,4708.0,0.0
2297,44,0.657,0,0.63,2,3,3,1745.0,0.0
3607,60,1.018,1815,0.935,3,4,5,3132.0,0.58
8695,95,0.771,0,0.583,2,1,2,18477.0,0.0
2113,60,0.904,0,0.875,3,2,4,7158.0,0.0
4841,88,0.712,1663,0.725,2,2,2,2107.0,0.789
1635,31,0.635,1421,0.824,1,3,4,28397.0,0.05
4512,83,0.73,2517,0.766,2,3,5,3069.0,0.82
1855,49,0.84,1578,1.042,1,3,4,4277.0,0.369
7739,106,0.611,1324,0.472,2,2,2,5390.0,0.246
2411,53,0.889,1699,0.656,3,2,5,2370.0,0.717
4233,81,0.708,1023,0.884,3,2,3,1886.0,0.542
1829,41,0.37,0,0.519,3,4,1,3606.0,0.0
2479,46,0.874,0,0.533,3,2,4,1889.0,0.0
7750,82,0.772,713,0.608,1,3,3,34516.0,0.021
1469,23,0.708,1975,1.091,2,1,4,3624.0,0.545
2184,53,0.776,0,0.828,2,2,5,1438.3,0.0
1757,44,0.35,0,0.467,2,4,1,1438.3,0.0
4588,77,0.796,2418,0.791,1,2,2,4325.0,0.559
5363,76,1.001,1455,0.81,1,4,6,2178.0,0.668
1970,40,1.065,0,0.818,3,3,5,4429.0,0.0
1984,36,0.537,1582,1.0,3,2,4,5344.0,0.296
4130,87,0.645,778,0.706,1,3,3,3108.0,0.25
3877,70,0.798,0,0.556,3,4,3,1438.3,0.0
7527,58,0.559,1449,0.657,3,3,2,9524.0,0.152
4719,73,0.551,787,0.738,2,3,4,1621.0,0.486
8888,103,0.888,2517,0.717,5,3,1,20734.0,0.121
4068,73,0.664,0,0.622,1,2,5,1657.0,0.0
1039,24,0.508,2114,0.263,5,3,6,3482.0,0.607
2449,56,1.583,671,0.931,1,4,4,1458.0,0.46
1629,38,0.637,843,0.727,1,2,5,28202.0,0.03
3392,80,1.125,1421,0.86,2,3,5,3490.0,0.407
1793,40,0.569,0,0.6,3,6,4,15699.0,0.0
3347,64,1.121,0,0.778,3,3,4,10091.0,0.0
2414,28,0.632,2517,0.273,3,1,1,10360.0,0.243
2299,40,0.766,864,0.481,2,3,6,1438.3,0.601
1718,42,1.1,1729,0.448,3,0,3,2158.0,0.801
4226,92,0.611,2327,0.736,3,2,2,4628.0,0.503
4116,79,0.77,1407,0.975,3,1,5,2346.0,0.6
8092,80,0.883,1665,0.667,1,1,3,34496.0,0.048
2292,54,0.848,2517,0.862,4,4,5,3088.0,0.815
1792,29,0.238,0,0.074,2,3,3,10031.0,0.0
4431,82,0.637,2000,0.673,3,4,6,9294.0,0.215
1159,26,0.649,2014,0.733,3,2,3,7187.0,0.28
3817,70,0.679,817,0.489,1,1,6,9662.0,0.085
4417,69,0.851,1709,0.816,2,3,6,2331.0,0.733
4871,79,0.684,1405,0.975,3,1,3,3359.0,0.418
7796,77,0.836,1432,0.791,3,2,3,13609.0,0.105
5092,86,0.697,1606,0.792,3,3,3,2846.0,0.564
2107,40,0.456,2294,0.333,2,4,4,2330.0,0.985
1608,33,0.94,0,1.2,1,2,6,17561.0,0.0
5131,86,0.755,1015,0.72,1,2,2,3891.0,0.261
2345,33,0.774,1327,0.435,3,5,4,1691.0,0.785
2874,44,0.883,0,0.63,2,2,6,6936.0,0.0
1735,35,0.62,0,0.522,3,3,3,6846.0,0.0
4996,55,1.022,2517,0.486,3,3,1,4477.0,0.562
1380,30,0.579,2335,0.667,3,2,6,5882.0,0.397
4962,81,0.814,1302,0.841,2,1,2,2194.0,0.593
4883,71,0.801,1822,0.614,1,1,1,3173.0,0.574
4433,81,0.569,2517,0.588,5,1,6,5222.0,0.482
4923,56,0.994,1939,0.333,3,2,2,7484.0,0.259
4841,80,0.672,1258,0.6,3,4,6,28422.0,0.044
2256,40,0.52,0,0.667,4,2,6,2302.0,0.0
4775,84,0.657,1140,1.1,4,2,5,18232.0,0.063
13174,86,0.758,1963,0.792,3,2,2,34516.0,0.057
4833,81,0.514,1072,1.077,2,1,2,2105.0,0.509
870,24,0.635,855,0.5,2,3,2,4742.0,0.18
1843,43,0.912,2307,0.72,1,2,6,23991.0,0.096
3838,60,0.771,0,0.463,3,4,3,1645.0,0.0
4321,76,0.562,1279,0.689,3,2,4,2057.0,0.622
4145,75,0.877,1348,0.596,2,2,3,2546.0,0.529
5311,81,0.727,1209,0.976,3,2,5,2867.0,0.422
2465,42,0.577,0,0.355,3,3,2,2145.0,0.0
3487,69,0.863,0,0.683,3,4,4,4675.0,0.0
4610,90,0.515,2215,0.607,3,3,3,3231.0,0.686
2574,62,0.572,0,0.771,3,4,3,34516.0,0.0
4552,82,0.926,1053,0.745,3,1,6,2541.0,0.414
13085,139,0.724,638,0.675,4,3,2,34516.0,0.018
3290,82,0.705,776,0.64,3,4,3,30314.0,0.026
2011,41,0.799,2217,0.783,3,2,5,3096.0,0.716
4223,79,0.638,0,0.717,3,1,6,3998.0,0.0
1353,36,0.853,0,0.333,4,5,1,2143.0,0.0
4439,77,0.735,0,0.54,3,4,6,2248.0,0.0
4799,83,0.772,2372,0.729,3,2,2,2976.0,0.797
3833,73,0.725,1427,0.587,2,4,5,1864.0,0.766
2058,56,0.607,745,0.806,2,4,5,25907.0,0.029
1409,25,0.359,1671,0.25,1,3,3,8276.0,0.202
3608,56,0.641,1225,0.514,1,3,6,16741.0,0.073
1448,22,1.008,1272,1.0,1,0,5,1913.0,0.665
4747,91,0.752,1549,0.936,3,2,6,2506.0,0.618
5192,70,0.709,1322,0.628,1,3,6,6376.0,0.207
13247,107,0.727,831,0.754,6,3,1,34516.0,0.024
3452,66,0.605,665,0.692,1,1,3,2047.0,0.325
3989,71,0.79,971,0.868,2,3,4,3234.0,0.3
5210,73,0.539,1114,0.553,1,3,5,1822.0,0.611
1786,37,0.553,479,0.37,1,3,4,1438.3,0.333
7558,85,0.722,1347,0.491,1,2,2,2319.0,0.581
4436,75,0.725,0,0.667,2,3,5,1633.0,0.0
15214,129,0.667,2353,0.675,2,2,2,34516.0,0.068
15154,99,0.583,1313,0.833,3,2,4,34516.0,0.038
1231,34,0.518,1530,0.214,1,2,3,4426.0,0.346
4406,62,0.682,1658,0.676,4,3,4,2471.0,0.671
2169,49,0.703,457,0.485,3,1,4,1809.0,0.253
7791,84,0.676,1265,0.615,1,2,2,5397.0,0.234
3519,73,1.266,2008,0.622,2,4,3,2585.0,0.777
1811,44,0.466,458,0.517,2,4,6,1479.0,0.31
1209,39,0.61,0,0.3,2,0,6,27000.0,0.0
4074,72,0.953,948,1.057,2,4,5,5152.0,0.184
4795,65,0.636,0,1.031,2,1,6,2711.0,0.0
2613,41,0.724,896,0.708,2,4,6,1850.0,0.484
2503,49,0.71,0,0.885,3,1,2,18128.0,0.0
14224,117,0.705,1679,0.887,1,2,1,6121.0,0.274
3879,76,0.655,1700,1.235,2,2,4,4478.0,0.38
4404,93,0.676,1760,0.824,4,1,3,2573.0,0.684
5265,98,0.749,795,0.581,2,3,3,9397.0,0.085
13563,97,0.84,2517,0.732,3,3,3,10982.0,0.229
4622,88,0.743,1527,0.725,3,1,5,2721.0,0.561
1874,42,0.547,0,0.615,3,4,3,20543.0,0.0
16078,105,0.75,1300,0.615,2,4,3,4209.0,0.309
4333,84,0.622,0,0.826,1,3,4,1438.3,0.0
4045,72,0.817,960,0.946,1,3,6,14345.0,0.067
911,25,0.506,0,0.19,1,3,5,10357.0,0.0
2997,56,1.265,648,0.867,4,4,4,11692.0,0.055
15026,99,0.753,1442,0.678,2,2,4,7594.0,0.19
4761,99,0.983,1250,0.707,3,3,3,2429.0,0.515
4754,60,0.997,0,0.463,3,2,1,6058.0,0.0
4475,74,0.813,0,0.644,1,1,6,1438.3,0.0
2768,68,1.483,1015,0.889,1,2,6,11371.0,0.089
2243,38,0.98,1460,0.462,3,3,4,3038.0,0.481
2318,54,0.768,0,0.688,1,3,4,9096.0,0.0
1754,39,0.6,0,0.56,2,2,5,1643.0,0.0
4359,79,0.781,1370,0.927,3,1,6,2211.0,0.62
2168,55,0.541,905,0.486,2,2,6,18679.0,0.048
3847,65,0.807,2397,0.585,6,2,5,2669.0,0.898
1690,38,0.241,0,0.357,5,2,3,1614.0,0.0
4128,72,0.649,935,0.674,1,4,5,3968.0,0.236
3537,73,0.762,2517,0.738,2,2,3,23424.0,0.107
4163,73,0.93,1305,0.698,1,2,3,2416.0,0.54
1389,33,0.984,1047,1.2,2,0,3,1616.0,0.648
4739,80,0.77,0,0.86,3,2,4,5640.0,0.0
4802,81,0.717,0,0.761,5,2,5,4994.0,0.0
4646,62,0.76,642,0.55,4,3,5,2991.0,0.215
1470,28,1.008,843,0.4,3,3,5,2407.0,0.35
5285,82,1.008,0,0.864,4,1,5,5204.0,0.0
2456,45,0.737,0,0.452,2,4,5,2220.0,0.0
3998,70,0.808,0,1.0,2,3,5,13666.0,0.0
4554,83,0.787,2517,0.694,3,2,3,5951.0,0.423
2799,49,1.048,377,0.485,4,4,3,1697.0,0.222
4883,68,0.817,1136,0.581,1,1,5,5302.0,0.214
8186,93,0.925,789,0.722,3,3,2,4249.0,0.186
4608,61,0.774,2517,1.033,1,3,1,3040.0,0.828
1353,35,0.62,1817,0.667,3,3,5,6584.0,0.276
1486,32,0.513,1381,0.143,3,4,6,18102.0,0.076
2688,88,1.11,1453,0.956,1,2,6,8705.0,0.167
2379,57,0.652,0,0.781,2,2,6,2173.0,0.0
4422,71,0.73,2517,0.732,2,2,4,3125.0,0.805
4878,86,0.77,0,0.87,3,3,1,2984.0,0.0
4176,76,0.801,670,0.767,1,2,4,12310.0,0.054
3677,55,0.704,1494,0.719,2,2,6,23925.0,0.062
1793,37,0.627,658,0.947,3,3,6,5559.0,0.118
4222,61,0.843,1094,0.649,2,3,4,2187.0,0.5
7960,86,0.798,1200,0.458,3,3,2,5479.0,0.219
4228,82,0.719,1991,0.708,1,3,3,2447.0,0.814
8980,93,0.87,1030,0.755,1,2,2,8290.0,0.124
3592,79,0.802,1120,0.795,2,0,6,10452.0,0.107
4131,66,0.813,0,0.61,1,3,5,34516.0,0.0
4411,77,0.669,0,0.833,3,1,3,1528.0,0.0
13598,119,0.691,2459,0.725,1,3,2,3842.0,0.64
4727,67,0.879,987,0.914,3,3,4,1734.0,0.569
4683,76,0.744,2481,0.689,3,3,3,2523.0,0.983
7321,73,0.656,2077,0.659,3,1,1,5238.0,0.397
1911,47,0.66,1411,0.958,4,2,4,1525.0,0.925
7755,84,0.771,925,0.68,1,3,2,34516.0,0.027
1836,50,0.668,1063,0.515,3,3,3,6259.0,0.17
15930,123,0.691,1371,0.836,3,2,5,34516.0,0.04
3758,61,0.972,0,0.694,3,5,5,3276.0,0.0
4853,74,0.902,729,0.644,3,2,5,1721.0,0.424
3189,56,0.969,0,0.556,1,4,6,5246.0,0.0
3795,70,0.833,1601,0.75,6,4,3,2240.0,0.715
2746,68,0.811,979,0.511,3,3,5,14690.0,0.067
2183,39,0.577,1707,0.696,4,4,6,2045.0,0.835
15078,117,0.714,2252,0.746,3,2,2,4142.0,0.544
3999,96,1.385,1524,0.846,1,4,3,18570.0,0.082
8659,81,1.05,572,1.077,3,2,6,34516.0,0.017
14340,114,0.626,0,0.781,3,0,3,3981.0,0.0
3474,67,0.83,1689,0.763,4,5,5,7226.0,0.234
3395,71,0.901,769,0.578,1,4,5,28700.0,0.027
1809,41,0.476,1158,0.464,4,2,5,2658.0,0.436
2028,43,0.482,0,0.303,2,2,4,19138.0,0.0
2469,38,0.502,0,0.267,3,4,1,1492.0,0.0
3808,89,0.729,0,0.508,2,3,4,5095.0,0.0
13299,95,0.641,1346,0.863,3,2,2,5843.0,0.23
1265,32,0.486,1543,0.391,1,1,5,2072.0,0.745
3838,66,0.585,0,0.692,2,2,3,1659.0,0.0
8851,88,0.696,1612,0.833,3,2,2,2340.0,0.689
2134,42,0.764,0,0.355,3,4,2,3981.0,0.0
2613,46,0.691,0,0.84,3,2,2,8203.0,0.0
1499,31,0.844,694,0.938,2,3,4,6361.0,0.109
1897,35,0.299,0,0.25,2,5,4,1624.0,0.0
2935,60,0.514,1205,0.935,3,2,5,2109.0,0.571
1801,48,0.675,0,0.6,2,1,3,6637.0,0.0
4515,77,0.857,1765,0.925,1,1,1,2563.0,0.689
4071,69,0.569,927,0.725,3,2,4,22863.0,0.041
2768,45,0.698,0,0.667,2,2,6,3116.0,0.0
14257,110,0.999,1835,0.964,3,3,2,4661.0,0.394
827,21,0.993,0,0.75,4,3,3,4908.0,0.0
4474,58,0.926,1355,1.32,5,3,6,1721.0,0.787
4369,70,0.664,1059,0.707,1,2,5,9874.0,0.107
3647,69,0.59,0,0.917,3,2,3,2077.0,0.0
4875,86,0.707,0,0.654,1,1,3,1663.0,0.0
1682,44,0.838,0,1.0,2,3,6,10569.0,0.0
4498,86,0.557,0,0.623,3,3,3,7632.0,0.0
4446,86,0.858,759,0.72,3,2,6,1438.3,0.528
2455,41,0.717,2517,0.64,3,3,4,8477.0,0.297
4281,72,0.487,1067,0.636,2,4,3,34516.0,0.031
12478,97,0.615,1930,0.764,2,1,1,34516.0,0.056
4240,73,0.821,2057,0.587,3,2,5,8264.0,0.249
3507,69,0.929,2024,0.568,1,3,6,7742.0,0.261
14133,124,0.739,0,0.771,2,1,1,6765.0,0.0
3081,50,1.012,0,0.667,2,1,3,3261.0,0.0
1736,42,0.547,1592,0.615,3,3,4,2162.0,0.736
4056,92,0.913,2048,0.769,3,4,4,2961.0,0.692
2066,45,0.688,570,0.25,2,3,3,2214.0,0.257
2186,50,0.747,0,0.562,3,4,3,1896.0,0.0
1670,30,0.868,2435,0.765,1,4,4,3182.0,0.765
2607,41,0.618,0,0.367,3,5,4,4754.0,0.0
4187,73,0.779,1175,0.825,3,4,4,11721.0,0.1
4181,63,0.857,0,1.032,1,2,4,4606.0,0.0
3968,57,0.516,1021,0.781,1,3,3,1965.0,0.52
1986,50,0.49,1433,0.613,1,3,6,2966.0,0.483
2243,44,0.614,0,0.571,2,4,6,10226.0,0.0
1868,30,0.485,731,0.2,3,3,3,4196.0,0.174
15772,130,0.653,1774,0.625,2,2,5,13669.0,0.13
16059,124,0.813,1893,0.722,6,3,1,7744.0,0.244
3395,70,0.752,1543,0.628,2,1,6,4430.0,0.348
3435,65,0.631,0,0.585,1,5,3,2586.0,0.0
7288,88,0.615,2085,0.6,2,1,1,4748.0,0.439
3539,81,1.282,1060,0.929,1,3,4,11698.0,0.091
3226,53,0.615,1266,0.71,1,2,4,8101.0,0.156
13785,117,0.777,1472,0.648,2,2,4,14143.0,0.104
2925,46,0.916,0,0.353,2,2,4,3159.0,0.0
5282,80,0.688,0,0.818,3,1,4,2164.0,0.0
6059,71,0.685,0,0.821,2,2,5,3243.0,0.0
4588,75,0.647,1738,0.923,3,0,1,1896.0,0.917
4221,75,0.702,0,0.923,1,2,4,21416.0,0.0
4112,82,0.704,1010,0.864,2,1,5,1723.0,0.586
4835,77,0.85,683,0.75,1,3,2,3680.0,0.186
3270,58,1.161,1896,0.933,1,1,5,7924.0,0.239
4295,70,1.051,0,0.795,3,2,6,6423.0,0.0
2675,57,0.83,1223,0.629,2,3,5,5076.0,0.241
1362,24,0.731,1422,0.714,3,2,3,2420.0,0.588
2802,52,0.787,0,0.529,3,2,2,10061.0,0.0
2336,49,0.995,1660,1.722,2,4,5,6463.0,0.257
7352,80,0.64,1273,0.818,3,3,2,1590.0,0.801
4218,66,0.943,0,0.571,3,4,6,32409.0,0.0
14662,125,0.675,0,0.667,1,3,5,3771.0,0.0
3996,71,0.655,1319,0.543,3,3,3,12463.0,0.106
8376,64,0.836,0,0.684,2,3,3,4097.0,0.0
4272,71,0.885,0,0.578,1,4,5,3818.0,0.0
2118,33,1.454,1915,1.062,2,4,3,26570.0,0.072
3943,64,0.77,1069,0.641,1,2,4,7357.0,0.145
3306,71,1.465,1769,0.972,1,3,6,2735.0,0.647
1751,48,1.219,989,0.92,2,2,4,33864.0,0.029
1851,48,0.834,1346,0.455,2,4,6,2926.0,0.46
4742,62,0.798,0,0.824,2,4,5,3525.0,0.0
4106,78,0.644,0,0.902,2,2,3,10033.0,0.0
4550,78,0.672,2517,0.857,3,2,4,3745.0,0.672
3453,52,0.571,1286,1.08,5,1,5,1577.0,0.815
1630,43,0.755,1997,0.87,1,4,6,33182.0,0.06
4802,90,0.514,1074,0.8,2,1,2,2029.0,0.529
3149,59,0.831,1596,0.903,4,2,5,2384.0,0.669
3525,63,0.675,1802,0.75,1,4,6,2797.0,0.644
14763,99,0.844,2280,0.8,2,2,1,3108.0,0.734
4011,68,0.73,1565,0.838,1,3,6,2382.0,0.657
7612,82,0.63,0,0.783,2,1,1,6224.0,0.0
1969,38,0.633,1047,0.52,3,2,4,3646.0,0.287
2660,41,0.856,0,0.323,2,1,2,1779.0,0.0
4815,83,0.721,1517,0.804,3,1,2,2644.0,0.574
4591,70,0.859,0,1.188,2,2,6,5821.0,0.0
3819,76,0.724,1257,0.617,2,2,4,20783.0,0.06
3541,87,0.655,0,0.851,1,2,3,9673.0,0.0
4593,81,0.57,0,0.8,2,1,4,1781.0,0.0
4481,82,0.787,1437,0.822,2,2,4,2395.0,0.6
4518,93,0.858,2057,0.788,1,3,2,2160.0,0.952
1814,37,0.491,1343,0.37,2,3,5,7853.0,0.171
5416,82,0.994,0,0.952,4,3,5,1681.0,0.0
12575,99,0.817,2475,0.8,2,2,2,3995.0,0.62
4423,65,0.886,729,0.806,3,4,5,1623.0,0.449
1139,30,0.771,2517,0.765,3,2,6,3342.0,0.753
4352,66,0.712,1981,0.784,3,2,3,2450.0,0.809
2253,48,0.624,0,0.455,5,3,1,1471.0,0.0
1419,38,0.611,1772,0.357,2,2,3,2615.0,0.678
4290,90,0.625,996,0.875,1,3,3,2137.0,0.466
3875,84,0.723,1902,0.75,1,1,3,2723.0,0.698
2748,58,1.357,1422,0.933,3,5,5,18432.0,0.077
2126,58,0.673,1530,0.657,3,2,3,3205.0,0.477
1198,24,1.326,839,1.0,2,3,4,23090.0,0.036
4778,88,0.679,1504,0.956,3,1,3,8365.0,0.18
1953,48,0.464,0,0.5,2,1,4,1681.0,0.0
2664,81,0.806,1655,0.884,1,3,4,4353.0,0.38
1401,35,0.614,2517,0.458,1,4,4,9642.0,0.261
7222,93,0.645,1858,0.5,2,3,2,12055.0,0.154
2225,45,0.669,1960,0.875,4,3,5,6185.0,0.317
3534,73,0.923,716,1.147,6,1,4,5816.0,0.123
1187,40,0.796,2408,0.6,3,4,1,34516.0,0.07
3046,52,0.888,662,0.793,3,2,5,1959.0,0.338
1723,44,0.447,0,0.375,3,3,3,4281.0,0.0
1602,37,0.882,2150,1.312,3,2,3,3047.0,0.706
1841,46,0.612,2076,0.533,2,2,5,3242.0,0.64
1837,57,0.794,1183,0.629,3,4,3,4051.0,0.292
4039,81,0.683,0,1.077,3,4,6,3216.0,0.0
1468,32,0.406,1387,0.231,2,4,6,1813.0,0.765
2514,32,0.759,1992,0.684,2,2,6,23034.0,0.086
1910,32,1.255,1652,1.909,2,3,5,13860.0,0.119
14336,106,0.898,1974,0.656,3,3,2,13312.0,0.148
3429,78,0.481,857,0.696,2,3,6,29638.0,0.029
7588,98,0.704,0,0.581,3,3,2,5128.0,0.0
3490,66,0.627,1468,0.737,3,3,4,4096.0,0.358
1671,27,1.708,2362,0.929,2,3,6,30367.0,0.078
4423,67,0.853,2517,0.675,3,3,6,3007.0,0.837
1546,36,0.579,2047,0.5,2,2,4,5387.0,0.38
16023,119,0.839,1981,0.725,3,2,3,3895.0,0.509
14565,108,0.57,966,0.742,3,3,2,31091.0,0.031
965,26,0.907,0,0.529,2,3,5,14539.0,0.0
3048,70,0.558,0,0.75,3,2,4,16037.0,0.0
2246,44,0.823,1421,0.833,2,3,4,9239.0,0.154
1697,40,0.877,0,1.105,1,4,3,13003.0,0.0
1088,22,0.835,0,1.444,2,3,3,1438.3,0.0
2141,35,0.863,0,0.346,2,3,3,1722.0,0.0
1825,31,0.807,1789,0.348,2,4,4,2998.0,0.597
4586,81,0.843,598,0.929,2,2,6,10600.0,0.056
4905,82,0.832,1165,0.822,3,1,5,12268.0,0.095
3205,49,1.319,1592,0.633,2,5,6,2722.0,0.585
4331,63,0.607,1797,0.5,3,2,4,2411.0,0.745
14304,99,0.72,0,0.768,3,3,4,5175.0,0.0
1592,37,0.86,1719,1.467,3,3,4,15875.0,0.108
2404,39,0.79,1651,0.56,3,4,5,5913.0,0.279
1166,22,0.617,1823,1.444,3,2,3,2293.0,0.795
1843,49,0.795,0,0.581,3,4,3,1438.3,0.0
2285,40,0.593,0,0.429,3,2,6,3413.0,0.0
3212,64,0.833,0,0.422,2,2,6,5596.0,0.0
4040,77,0.695,719,0.674,3,2,3,27347.0,0.026
3876,67,0.61,0,0.763,1,0,5,2591.0,0.0
4039,72,0.937,1686,0.756,2,2,5,34516.0,0.049
3696,80,0.562,1761,0.778,2,3,5,9314.0,0.189
1918,31,0.465,2198,0.292,3,4,5,4345.0,0.506
4271,88,0.588,2162,0.833,5,3,6,2814.0,0.768
2574,43,1.038,0,0.72,2,2,5,1723.0,0.0
4631,76,0.69,771,0.767,3,2,5,2147.0,0.359
4339,82,0.801,0,0.783,4,3,4,1852.0,0.0
5087,69,0.972,1781,0.725,3,3,2,1968.0,0.905
4420,65,0.531,1495,0.711,3,3,6,2363.0,0.633
1772,53,0.676,1314,0.559,1,4,3,27858.0,0.047
2558,38,0.741,561,0.652,3,4,2,4196.0,0.134
3646,68,0.803,1793,0.659,3,3,3,2786.0,0.644
8416,93,0.887,0,0.632,3,2,2,34516.0,0.0
1642,35,0.379,2517,0.25,1,3,2,3682.0,0.684
4264,63,0.578,1741,0.658,1,2,3,6130.0,0.284
4680,77,0.746,0,0.974,3,1,6,4821.0,0.0
4413,80,0.767,811,0.633,1,1,1,2691.0,0.301
2306,50,0.454,1742,0.613,3,3,6,8700.0,0.2
1051,22,0.797,1669,0.833,1,2,6,7768.0,0.215
1417,30,0.511,2517,0.667,2,2,3,3924.0,0.641
3901,54,0.695,0,0.421,2,2,2,34516.0,0.0
2614,49,0.706,0,0.531,2,2,6,1438.3,0.0
3447,72,0.668,1504,0.895,1,3,3,14593.0,0.103
1249,28,0.661,2289,0.75,3,3,6,6735.0,0.34
10468,66,0.892,476,0.737,3,4,4,17504.0,0.027
1302,27,0.619,2006,0.8,5,3,4,11376.0,0.176
2927,73,0.59,2517,1.212,2,3,3,9829.0,0.256
4898,82,1.033,0,0.783,4,2,4,1644.0,0.0
1874,40,0.31,2517,0.739,4,3,2,2575.0,0.977
7685,85,0.672,2278,0.518,3,2,1,3919.0,0.581
15473,128,0.743,2517,0.707,1,3,4,17374.0,0.145
7041,95,0.712,2220,0.532,3,1,1,9511.0,0.233
13653,113,0.811,1976,0.687,2,1,2,31699.0,0.062
7680,89,0.674,1511,0.508,2,1,1,8758.0,0.173
15200,126,0.879,1526,0.8,3,1,2,33779.0,0.045
4884,80,0.649,1539,0.509,5,4,3,2474.0,0.622
13633,116,0.761,2022,0.785,1,2,2,34516.0,0.059
2227,44,0.767,0,0.63,3,3,3,34516.0,0.0
2239,47,0.654,450,0.621,4,3,5,2509.0,0.179
2763,62,0.565,1781,0.879,3,2,6,11777.0,0.151
4150,64,0.767,1848,0.524,1,1,5,7554.0,0.245
8104,64,0.696,2416,0.73,2,2,1,8256.0,0.293
2109,44,0.59,0,0.571,2,2,3,7361.0,0.0
1354,28,0.868,1486,0.647,1,2,4,3234.0,0.459
4313,67,0.668,1305,0.914,1,4,3,15631.0,0.083
15240,126,0.707,1671,0.8,2,2,4,30082.0,0.056
15445,118,0.696,1669,0.934,2,1,2,7940.0,0.21
3580,77,0.688,2115,0.711,2,1,5,2657.0,0.796
2955,56,0.298,787,0.6,3,1,4,2611.0,0.301
4479,71,0.499,2050,0.69,3,3,1,2415.0,0.849
14119,97,0.715,776,0.764,2,3,2,6867.0,0.113
1997,44,0.418,2069,0.419,3,3,6,2740.0,0.755
14786,101,0.743,995,0.656,3,4,3,3727.0,0.267
3690,76,0.712,1731,0.52,2,4,5,9619.0,0.18
2451,38,0.817,0,0.727,2,2,6,4323.0,0.0
7889,98,0.735,814,0.508,3,2,2,34516.0,0.024
4601,66,0.802,0,0.571,3,1,3,9560.0,0.0
1681,32,0.416,1257,0.524,2,2,6,3101.0,0.405
4897,83,0.766,1185,0.886,3,2,5,1629.0,0.727
16177,122,0.673,1987,0.848,1,3,3,34516.0,0.058
2133,54,0.65,0,0.543,3,4,4,3478.0,0.0
4798,86,0.938,1002,0.654,1,3,3,2210.0,0.453
14532,116,0.883,1845,0.871,3,1,2,13381.0,0.138
4080,72,1.035,1032,0.8,3,2,3,7595.0,0.136
1458,29,0.522,2417,1.071,3,2,4,4224.0,0.572
1448,29,0.428,1833,0.381,2,2,5,33304.0,0.055
2512,56,1.109,0,0.867,1,2,4,3498.0,0.0
4208,71,0.595,1648,0.919,3,3,1,2485.0,0.663
1273,27,0.955,1703,0.588,3,2,2,14546.0,0.117
2381,47,0.615,986,0.516,3,3,2,3187.0,0.309
1913,34,0.548,0,0.308,3,6,6,5496.0,0.0
13814,81,0.789,1296,1.025,2,1,2,11121.0,0.117
4731,82,0.631,0,0.822,1,0,4,3206.0,0.0
1994,57,0.645,0,0.727,1,1,6,22125.0,0.0
4028,76,0.671,1119,0.767,4,3,5,1896.0,0.59
